author,comment,published_at
@rizkafebriani3962,"Yg di bahas di awal flim judulnya apa yg tentang igd, tolong bantuu🙏🙏🙏",2025-11-13T14:39:44Z
@nikeu1371,"Udah mah ganteng , pinter lagi dokter nya .. ngmng Sunda nya lembut bgt  😊",2025-11-13T14:33:06Z
@amaliasafira4349,A❤ sev,2025-11-13T14:20:18Z
@winasuwardina4927,"ulang lagi gak podcastnya sekalian undang sama dokter obgyn , dokter bedah, dan nakes yang ada di kejadian biar dokter yang lain percaya kasian dokter gia dikira bohong ngarang cerita",2025-11-13T14:19:44Z
@akhlisfauzi2437,Podcast terbaik🎉,2025-11-13T14:11:17Z
@haikalsyad,baru nonton 3 menit udah ga kuat plis 😭,2025-11-13T14:10:46Z
@anisaaprilia939,"5:11 rahim copot,ini utama yg fyp disemua sosmedd😅😂",2025-11-13T14:09:02Z
@HestiPujiutami-k8u,"Pas cerita sambil ketawa seru katanya, tp pas dilokasi deg²an parah gak dok?",2025-11-13T14:05:21Z
@CentongNasi-mlbb,Bagus banget edukasinya,2025-11-13T14:01:14Z
@syarurizkynasution5177,ngiluuuu nyooooo,2025-11-13T13:59:17Z
@melialestari24,"Baru ini deh nonton podcast, ehhh tau2 abis. Cepet bgt sih cm 30 menit. Mungkin dokter Gia waktunya terbatas ya. Semoga ada part 2 nyaaa. Edukasi bgt",2025-11-13T13:53:11Z
@samsamsi8551,"Tetanggaku juga, anak 7 bulan meninggal karna DBD.",2025-11-13T13:27:07Z
@fa6hia,seruuuuu,2025-11-13T13:22:14Z
@rismasririzki6344,"""Tegang banget sih seru""
dok serius dok....... ngeri😂",2025-11-13T13:22:07Z
@sekarajiesudewa7054,"Pak Dokter nyenening banget to dok... Dr awal sampai akhir senyum terus, enak banget dan sepenuh hati jelasinnya... Langgkaa banget dokter spt ini....",2025-11-13T13:21:03Z
@dpurnamasari565,"dri kmrin sliweran ditiktok pas nonton full nya, dri story telling nya aku merinding bt, perut rasanya lngsng mules, kramm ngeri😭😭",2025-11-13T13:19:23Z
@iirrcaaa,Keren bgtt dokterrr❤,2025-11-13T13:15:10Z
@samsamsi8551,"Kalau yang follow dokter Gia pasti udah baca ceritanya. Tapi emang pembawaan dokter Gia yang riang, makin tambah excited di ceritain gini.",2025-11-13T13:11:19Z
@YemimaCandraSarwono,"Waktu TK aku pernah kena DBD terus waktu itu nyari rumah sakit yang ready kesulitan dan itu rasanya luar biasa sakit, aku cuma bisa nangis bahkan udah sampe ditahap ga kuat nangis nemplok aja di pelukan ibu, ibu aku lari-lari sambil gendong aku naik angkot bolak-balik nyari rumah sakit soalnya pada penuh karena emang lagi marak DBD juga, akhirnya aku masuk di salah satu rumah sakit ibu dan anak dan langsung masuk ke IGD, inget banget habis dikasih infus langsung enakan badan, meskipun masih demam, tapi gak sesakit pas awal"" dan yang paling bikin tenang adalah dokternya baik banget persis kayak dokter gia, dari situ yang awalnya aku takut jarum jadi ga takut jarum ❤",2025-11-13T13:08:06Z
@patriciapangesti2429,yang diomongi bg radit sama dr. gia itu youtube nya apa yaa?,2025-11-13T13:02:59Z
@nikmatulmasrurohmasruroh5168,liatnya sambil makann plissss😭,2025-11-13T13:00:29Z
@emilialia7240,Anak q meninggal karna sakit DBD🥺,2025-11-13T12:47:36Z
@dr.rochma72,Dokteeeeer saya ngiluuuuuu😢😢bisa2 nya dokter menjelaskan dg tenang sambil senyum 😢😢,2025-11-13T12:47:24Z
@AkunBaru-h8e7p,"Terkait darah, di Kota Samarinda ada komunitas pemerhati donor yang dalam kegiatannya bisa mengumpulkan total lebih dari 4000 kantong, merekam mengadakan event donor dua minggu sekali dan tiap eventnya bisa dapat 300 kantong",2025-11-13T12:44:46Z
@miftahuljannah9732,Series apa tdi yg di mksd sma bang dika?,2025-11-13T12:34:46Z
@NurHazmillah,Kalau seluruh IGD rumah sakit kayak beliau..sudah pasti pasien banyak yg tertolong qadarullah,2025-11-13T12:33:05Z
@ardiffffaaa,aku malah mikirin si pasien itu gmn rasanya pasca operasi itu pasti sakiiiiiiit bget😢😮,2025-11-13T12:24:28Z
@fitriadewi3706,"Enak banget pembawaannya berasa lagi kuliah ,yang di jelasinnya bikin paham",2025-11-13T12:22:22Z
@Dialek_mh,Sumpah ngga kuat aku dengernya 😭😭 buat yang phobia darah ini sangat menggangu 😭😭,2025-11-13T12:17:18Z
@liamicky2017,Dok film nya apa yg disebut?? Piet??,2025-11-13T12:16:42Z
@Nafijaa,Dimna letak serunya dok asli dimna ngilu gini dengernya😭🤏,2025-11-13T12:04:42Z
@darcrav7431,UUGGHHH NGILU BGT DENGERNYA RAHIM LEPAS💀,2025-11-13T12:01:01Z
@AnisaNurmala-o9c,Gaes mau tanya series yang diomongin di awal itu apa ya?,2025-11-13T11:56:16Z
@azizgaming3235,17:21 baru tau kalo nyamuk aides sukanya sama air bersih,2025-11-13T11:56:10Z
@azizgaming3235,"12:30  Alhamdulilah kitaa ngga dikasi mata yang tajem untuk liat mikroba""",2025-11-13T11:50:50Z
@niki_seii,LEM RAHIM KALIAN GUYS😭😭,2025-11-13T11:49:47Z
@docavestalia,"dok saya udh baca garda detak, kalo ada cerita UGD yg belum tersampaikan , mohon ada garda detak vol.2 donggg pak dokter ! ilmunya sangat bermanfaat❤❤❤❤",2025-11-13T11:49:02Z
@putripermatahati3304,"Seru ceritanya tapi dengernya linu 😅 || Setuju Dok, Kita rutin donor darah bisa nyelamatin banyak nyawa manusia. Di daerah Saya ada waktu-waktu tertentu stok darah sering engga cukup 😢 Saya pendonor rutin buat THALASSAEMIA / umum. Ternyata masih banyak orang yg takut buat donor darah / engga mau & sedihnya smp ada yg minta dibayar 😭 Yuk pada donor darah, aman kok & ngerasa bersykur & happy bisa bermanfaat buat orang lain 😇",2025-11-13T11:48:11Z
@dapurcantikbee1315,Mohon maaf dok itu bukan seru tp HOROR 😢,2025-11-13T11:42:24Z
@MuhammadAsyamdaaryfarizqi,aduh kok hari gini masih ada yang percaya dukun beranak yaa,2025-11-13T11:36:22Z
@barrachanel6546,"Wahhh jadi ngefans sama Dr Giapratama 😅 
Tapi ngeri dengernya rahim bisa copot😂",2025-11-13T11:29:01Z
@fiieraaw,tenangin diri kalian semua...😔😭,2025-11-13T11:21:05Z
@Fadilahh16,"Undang lagi bang karna : 
1. Dia ceritanya excited banget
2. Penjelasan nya mudah banget dimengerti 
3. Asik abis dokternya 

Semoga sehat selalu para rekan medis sekalian semoga jasa mu dan kesibukan yg selalu dihadapi mendapat pahala dan keberkahan. Sehat juga semuanya jaga tubuh kalian yg luar biasa istimewa itu❤",2025-11-13T11:16:53Z
@selviagitha,Judul film yg dibilang bang radit apa sih?,2025-11-13T11:06:57Z
@RahmaNur-d8k,"huhu tidak melihat tingkah juga ucapan patriarki, sungkem sih☘️🍀",2025-11-13T11:06:36Z
@zakiyah27,"dokternya keren banget! cara bicaranya mengalir, ekspresinya hidup, dan kelihatan banget kalau beliau mencintai serta menguasai bidangnya, terima kasih banyak sudah berbagi, dokter!",2025-11-13T11:00:49Z
@apriadi8858,Cocok ni diduetin sama dr tirta,2025-11-13T10:56:17Z
@mochiieelyyn,tahun kemarin aku dbd memang lemas banget,2025-11-13T10:50:43Z
@apriadi8858,Knp sebentar kali Bang,2025-11-13T10:50:21Z
@crl1717,Drama apa yg di sebutin pertama?,2025-11-13T10:49:45Z
@ওiawak,4:41,2025-11-13T10:45:59Z
@WulanSyarifah-r5f,"Lari ke YouTube 🤣 gara"" potongan tiktok 😅",2025-11-13T10:36:43Z
@liulinuharasyida1268,Kasusnya serem2 tp beliau ceritanya santuy.. jd yg denger gak ketakutan,2025-11-13T10:33:30Z
@shofayanti3526,"Dokternya kayaknya friendly banget ya, dia selalu senyum sambil nerangin ini itu. Jadi seru banget dengerinnya",2025-11-13T10:26:12Z
@zulfaaaenisalis6917,"Makasih dok ilmunya, sangat bermanfaat buat kita😇
Sehat slalu dok dang bang Radit👐🏻
Btw aku nonton video yt ini karna vt yg dokter bilang ""berapa spesialnya rahim""",2025-11-13T10:22:47Z
@marselinanovareta9918,Suamiable😂,2025-11-13T10:20:23Z
@RISAMLIBUKA,NONTON INI SAMBIL MAKAN. Padahal sudah nonton di Tiktok,2025-11-13T10:03:26Z
@sero_an,Lemes bgttt kaki akuuuu😭,2025-11-13T09:57:48Z
@lusy3005,"di buku nya ditulis kalau ayahnya dr.Gia adalah pilot di maskapai garuda
makanya anaknya dinamain GIA (Garuda Indonesia Airlines) haha",2025-11-13T09:50:54Z
@ratnasari4291,Dengarnya sambil ketawa ketiwi seru dan lucu dokternya.😂😂,2025-11-13T09:48:50Z
@SitaAmelia-i5r,Wahhh pak dokter nya humble sekalii,2025-11-13T09:45:01Z
@Muhammadfaiz-l4k,"GIRLSSSSSS, TENANGIN FEFEK KALIAN",2025-11-13T09:44:03Z
@FarahDibaChairunisa,Kok geli aku ya dokk,2025-11-13T09:42:29Z
@marklee5308,"bang radit part dua nya dong, bikin yang durasinya 2 tahun kalo bisa",2025-11-13T09:41:44Z
@risdayulianti9298,"Ga sadar nonton ginian sambil makan, rada enek tp seru kumaha atuh yaa",2025-11-13T08:59:43Z
@zahralubis5790,Bang radit tolong banyakin podcast kayak gini,2025-11-13T08:56:02Z
@rizahoemae,Jadi penasaran sama buku cerita IGD nya sama film the pit apa itu nyaa,2025-11-13T08:33:21Z
@delfachri,Itu film series nya judulnya apa gess ?,2025-11-13T08:31:05Z
@delutiongaming2177,penjelasan sulit jadi simpel,2025-11-13T08:30:12Z
@MutiaraFionaaja,dok kamuu positif vibsss bgttttt.ayoo temenann😝🤟,2025-11-13T08:28:33Z
@maryunisunico2356,"Dokter cocok nih jadi dosen.. 
Bahasanya mudah di mengerti",2025-11-13T08:24:00Z
@trianadewi4005,Waaa alumni 34 PL,2025-11-13T08:21:26Z
@khansasauqia113,"jd ngefans sma pak dokternya 😊 
enak bgt cara jelasinnya seru
meski ada dar der nya",2025-11-13T08:16:12Z
@karlinakoesnadi1526,Kesini Karna ada kehebohan Rahim copot 😃,2025-11-13T08:15:21Z
@CucuSulastri-v1h,"Seneng dan suka banget sama cara penyampaiannyaaa, 😊",2025-11-13T08:12:04Z
@Dyahchan-g93,Yg lg sliweran di tik tok nyri di youtobe eh muncul,2025-11-13T08:10:54Z
@elsaoktaviani2570,seruuuuuuuudoklk😂❤,2025-11-13T07:52:00Z
@NasyaArtantri,SERUUU? 😭😭😭😭😭😭😭💔💔💔💔,2025-11-13T07:48:06Z
@sulfiyanisoegiono6822,Niatnya dengerin ini mau sambil merem malah jadi takut merem. 😢,2025-11-13T07:43:15Z
@Proudintr0,"Di saat banyak nakes takut bget ditempatin di IGD, bapak dokter ini malah keliatan berbinar2 matanya. Sayang banget dokter sama kerjaannya😊",2025-11-13T07:37:41Z
@hestisatrianis.a737,Aku merinding pas denger rahim copot 😭😭,2025-11-13T07:23:24Z
@rasymsoax2659,Cuma 30 menit? Bentar banget,2025-11-13T07:18:05Z
@gebichie,ngiiluuuu iihhh 😭😭,2025-11-13T07:17:19Z
@Fitriisworking-n4f,tenangin diri kalian para wanita yg belum menikah,2025-11-13T07:16:35Z
@syeillarizqiah9883,YAALLAH NGILUUUUUUUUUUUU,2025-11-13T07:10:55Z
@PojokKantor,"keren banget dia juga apresiasi timnya, dengan bilang perawatnya jago"" bangettttt",2025-11-13T07:00:34Z
@prilianprathida,ini kalo jadi dosen enak bgt pasti 😭,2025-11-13T07:00:28Z
@sanikurniawati6204,"Anakku pernah umur 11 thn demam di hari ke 3, lgsg d cek lab ternyata DBD. Dan hari ke 4 lgsg masuk ICU. Trombosit turun nyampe 18rb 😭. G nyangka DBD sebegitu mengerikan itu. Alhamdulillah skrg uda kembali sehat lagi...😇",2025-11-13T06:59:05Z
@yuanitaPR,"Mau tanya, mereka diawal nomongin film, judulnya apaan dah?",2025-11-13T06:57:28Z
@garongkahot2983,DURASINYA KURANG LAMA!!!!!!!!!!!!!,2025-11-13T06:51:34Z
@matchaiyaa,"RAHIM? COPOT? 😨☠️
lemes bgt dengernya...",2025-11-13T06:43:12Z
@Your.queen1204,"""Seru banget"" ""Seru""

Pak Dokternya bahagia, aku ngebayanginnya ngilu 😭😭😭",2025-11-13T06:41:31Z
@aprilherdiyantinur,judul seriesnya apa ya? ada yg tau?,2025-11-13T06:40:37Z
@mamajeons,judul film yng mreka bahas tu apa seh guyss jdi pengen nnton😭,2025-11-13T06:33:14Z
@haiitsaurellia88,Penjelasannya seru banget buat orang buta kedokteran jadi paham banget ga susah pake istilah2 latin 😂,2025-11-13T06:31:34Z
@varseliyarecy,baru kali ini nonton podcast bikin lemesss,2025-11-13T06:28:44Z
@MbaRoah-mt5ef,Terharu😢 bgt nonton ini sampe meneteskan airmata gak sadar masyaallah istimewa para pemilik rahim,2025-11-13T06:14:51Z
@nurrohmahwidhiarifah6390,Dokter paporit aku....,2025-11-13T06:13:58Z
@arief.rahman2419,the Pitt emang keren sih ... real kaya beneran di IGD,2025-11-13T06:07:30Z
@apriliamardatila5396,Aku masih gadis denger rahim copot grgr paraji duh ngilunyaa,2025-11-13T06:02:12Z
@LusiYana-m1w,Gara gara lht tiktok mw lht fulll .. kurang ni dok series nyaaaaaaaaa,2025-11-13T06:02:02Z
@HeniNuraeni-q1p,"Sebagai seorang perempuan yg sudah pernah melahirkan dan normal saya sangat ngilu se badan"" dengernya tpi seru dengan cara cerita dokternya",2025-11-13T05:58:02Z
@malishakurniawan6260,bang kalo lambung copot pernah ga?,2025-11-13T05:57:27Z
@jaeequy01,"8:17 seru kata dokter nyaaa😭😭seruu😭yg dengar aja udh panik itu gmnyaa, emng lain ya kalo dokter😭😭",2025-11-13T05:51:59Z
@anmaginting1906,Baeru kal ini ngobrol sama dokter tapi durasinya cuma segini. Sedih banget deh,2025-11-13T05:50:13Z
@xnorza,Syok bgett tiap menitnyaa😮😮,2025-11-13T05:49:20Z
@idafaridah2384,Perut kalian ngilu gak 😢,2025-11-13T05:39:22Z
@dilarahmadani6745,gen z makin ketar ketir,2025-11-13T05:18:00Z
@sukaberpikirpositif,Ngilu banget ya Ilahiiiii,2025-11-13T05:15:33Z
@vianayupi,series yg mereka maksud apa sih guys? judulnyaa info plis,2025-11-13T05:13:57Z
@wulanoktavia860,Kesini gara2 rahim copot,2025-11-13T05:07:08Z
@AgusSutisna-p9i,Sumpah ngilu denger'y rahim smpe lepas,2025-11-13T04:51:46Z
@RibiAzahra,bagi dia seru gw denger nya hueekk hueekkk gakuadd😭😭😭,2025-11-13T04:50:37Z
@kevinsetiawan2493,"Udh gua sebar ke semua temen gua podcast ini, menarik soalnya",2025-11-13T04:43:11Z
@RibiAzahra,dari tt langsung kesini,2025-11-13T04:35:11Z
@juliapranata2721,"salam hormat buat pemilik rahim,,,merinding langsung 😊😊",2025-11-13T04:32:36Z
@Suparman-y6z,"aku pernah op kista 12cm yg pecah dan pendarahan dalem, kritis karna telat ketahuan, transfusi 2 kantong tdnya 4 tp yg ke-3 ditolak tubuh alergi, waktu konsul obgynku ngomong ""kasusmu menarik ga membesar tp memajang ky sabuk... blababla (cerita)"" dan ekspresi dokternya persis ky dokter gia pas cerita gini 🤣",2025-11-13T04:17:03Z
@rimawati184,Dokter nya cerdas...cara menjelaskan nya bagus...jadi gampang di mengerti..sehat² yaa dokterrr,2025-11-13T04:16:45Z
@deniharyantopratama,Seruuu seruu seruuuu terimakasih dok dan bang radit 😊,2025-11-13T04:10:58Z
@wargakonohaaaa,"Seruuu banget nyimak ini, sampai ga terasa tiba-tiba udah sampai ending video  🥹",2025-11-13T04:05:24Z
@ZeanyTanisya,"sorysoryyy, boleh spil film nya bisa ketemu dimana yaa? thankyou",2025-11-13T04:01:58Z
@auliakartika8483,"Tolong undang lagi dgn durasi minimal sejam enak bgt didenger, dokter nya ceritanya seru soft spoken terus bahasanya mudah dimengerti",2025-11-13T04:00:07Z
@AnelyaviaLeskona,Dok nya seruh ni udang lagi dong,2025-11-13T03:54:04Z
@viskodel1412,seruu..gua yg denger pengen muntah2...huhu,2025-11-13T03:37:46Z
@cindyyolandita31,"ceritanya seru dan pembawaannya asik dan ceria, lagi lagiiii",2025-11-13T03:31:29Z
@muhammadmuzzaki6085,Tumben bentar banget bang padahal seru banget pak dokternya,2025-11-13T03:31:18Z
@wargakonohaaaa,Dokternya kerennn masyaallah 😮,2025-11-13T03:25:32Z
@skolastikaaudrey,"asik banget penjelasannya mudah dimengerti, dokter nya sangat happy dengan pekerjaannya 😍😍",2025-11-13T03:25:14Z
@ilnamulyawati9332,Cara dokter ngomong dan menjelaskan enak banget dan mudah d pahami. Sehat2 dok,2025-11-13T03:19:56Z
@erlinpratiwi3239,"Seriusss kasus medis yg aneh2 gini emang seru , tp pas kejadian jantung kek mau copot nanganinnya, tp pas nyeritain ulang seruuu",2025-11-13T03:18:46Z
@gitanurhayani6007,yaallah ampuunnn takut bgt😭😭,2025-11-13T03:18:39Z
@rismamarisca2289,Jadi Inget Drakor Hospital Playlist😢,2025-11-13T03:17:04Z
@blackyhandsomeupi,"26:30 relate bgt kata dokter gia, sebagai penderita gerd banyak banget yang dirasain tuh dan ya fikiran itu ngaruh banget sama lambung, jadi kayak sepaket haha😅",2025-11-13T03:13:31Z
@shovieyana7979,dr gia adalah dr baek versi kalem,2025-11-13T03:03:19Z
@rasthadhanastri2269,"ilmu daging gini durasinya bentar bgt, hiks😓",2025-11-13T02:52:13Z
@KhalimahKhalimah-o9r,Apa dok??? Seruuuu😭😭,2025-11-13T02:39:19Z
@meylantini7670,"Baru liat muka nya dokter gia...baru tau cerita nya aja dari buku beliau garda detak..
Semoga bnyak dokter sepeti dokter gia",2025-11-13T02:34:54Z
@raisanabilakh,Apa judul bukunya?,2025-11-13T02:33:13Z
@reinarahardian1057,Apa judul series nya??? Ada yg bisa sebutin?😊,2025-11-13T02:26:27Z
@Mashuako,seru bgt jir kek cerita petualangan aakkakakwk,2025-11-13T02:26:17Z
@lemonade6207,Kenapa cuma 30 menittt,2025-11-13T02:17:31Z
@adindasabila3905,"Pas bang radit ngomong statement dari dokter lain, pak Dokter ini dengan halus dengan cerdas nanggepin, tanpa ngejatuhin statement dokter lain. Ngefans!😍",2025-11-13T02:14:59Z
@Ai-si6cq,"Seru seru aja ni dokterr,gw yg dengerr ngiluu bngttt padahal😭",2025-11-13T02:14:42Z
@lailaaprillia12,"banyakin podcast sm dokter dokter gini IGD,forensik krn suka bgt",2025-11-13T01:49:39Z
@mirantimiranti98,"Lihat!! Bicaranya orang berilmu, buat kita makin bersyukur akan sehat ini ❤",2025-11-13T01:44:35Z
@nadyaanggita5220,"when he said ""salam homat kepada seluruh pemilik rahim"" gatau kenapa terharu banget.",2025-11-13T01:42:04Z
@JesicaTan-e5k,Berasa lagi kuliah tapi dosennya seru bangett.. 3 sks ga akan kerasa sih ini wkwkwk,2025-11-13T01:14:12Z
@apasih9140,yg ditonton bang radit tuh apayaa? penasaran bgt mau ikut nntn jg,2025-11-13T01:05:54Z
@nasyaengka5736,sering banget baca twitter nya dr gia tentang pengalamannya di rs dan trnyta diskusi secara langsung dgn beliau seseru ini🥹🫶,2025-11-13T01:02:14Z
@asrimeidi6538,"😂aku yg  di igd pas caesar lihat perut di obok"" di lampu"" atas  😂. Mau punya anak lagi mikir"" trauma 😂 apa lg ibu yg rahim copot dia trauma buat hamil lg gk ya",2025-11-13T00:59:17Z
@yassati2783,ngilu bgt denger rahim copot 😭,2025-11-13T00:46:02Z
@SitinajmaFadhilah,"Topiknya seru poll, tapi sepanjang ngobrol nya bawaanya lemes mulu😭",2025-11-13T00:40:25Z
@hanahasanah1594,"Setuju sama pendapat yg lain kalo dokter ini terlihat mencintai pekerjaannya. Terlihat dari cara menyampaikannya yg nyaman. Banyak part yg kuulang lagi berarti isi podcast bermanfaat dan seru. Baru tau juga ternyata kasus copot rahim itu cerita di RSUD Slamet Garut. Ada tips or rumus yg kucatat dari obrolan dr. Gia Pratama sbb

Rumus resiko infeksi:
RI = JM (jumlah mikroba) / IT (imunitas tubuh)

Jadi kita mesti menurunkan paparan mikroba dan mengkatkan imunitas tubuh utk menghindari resiko infeksi.",2025-11-13T00:34:43Z
@lidyaine616,Lemes bgt denger ceritanya,2025-11-13T00:32:06Z
@kinanthiofficial6946,Dok aq lemes sepanjang dengerin podcast bang Radit kali ini😂😅,2025-11-13T00:31:23Z
@nikomangayurositadewi6121,"Baang undaang lagii dong membahas tentang kesehatan di kondisi masyarakat kita sekaraaang atau membahas isi buku yang beliau tuliiis, enak banget cara ngomongnyaa❤",2025-11-13T00:20:15Z
@Alloacylia,"Spill buku terakhirnya bang, yang per part cerita pendek terkait medis",2025-11-13T00:15:43Z
@saidamishahalima7464,aku udh baca cerita rahim ini waktu itu ngilu bgt,2025-11-13T00:15:41Z
@widasariicul3607,itu bang radit nonton apa katanya? drakor kah?,2025-11-13T00:10:44Z
@fitrimanaf6758,Dan saya yang sudah lulus baca buku garda detak karya dr Gia.. Dan ternyata lebih seru dengar cerita langsung dari dokter Gia nya 😂,2025-11-12T23:48:58Z
@AmaliyahYuliyanti,Merinding...ngilu.....😢,2025-11-12T20:44:36Z
@vikria1794,trauma code juga besttt,2025-11-12T20:42:03Z
@Ananta-mv5gq,"Dok happy bangettt ceritanya,tapi aku yg nonton sambil ngebayangin jadi lemes😭😭😭",2025-11-12T20:23:07Z
@cantikacemara2918,"Ternyata dokter sama saja ,Konsul sakit lambung jawaban ya jangan stresss jawaban ya 😂😂",2025-11-12T19:36:10Z
@Harumay2428,"Nonton ini sambil bayangin anime yang pernah di tonton ""hataraku saibo"" recommended buat anak atau dewasa ceritanya ttg fungsi darah",2025-11-12T18:32:14Z
@abdielrizqullah2254,"kaka ipar gw kena tbc dari dulu,sampe abang gw juga kena",2025-11-12T18:17:01Z
@gvvenchana,seru amatttt setengah jam ga kerasa,2025-11-12T18:16:54Z
@fitri-i8u,"Ya Alloh jadi inget sama Bpak
Bpk ku juga tangan nya buntung gara gara mesin giling baso😢 tapi maasyaa Alloh walaupun gk.punya tangan dia masih bisa manjat pohon. Nyangkul buka kelapa.. sehat sehat Bpak❤",2025-11-12T18:05:20Z
@alodiavelda,sebadan badann lemessssssssssssssss,2025-11-12T17:36:51Z
@syhrlrizal,dokter ini gabung sama dokter tirta harusnya bang😂,2025-11-12T17:36:50Z
@thisishajeetrying,Terima kasih ilmunya bang,2025-11-12T17:31:47Z
@dessiismawan2568,Aaaa mau bukunya dokter gia ❤❤,2025-11-12T17:29:01Z
@vannyrw6239,"Pernah kena dbd dan trombosit anjlok sampe 9000an, itu rasanya lemes banget, semua sendi rasanya ngilu sampe gak kuat ngapa ngapain, awalnya aku kira itu malaria tropika soalnya gejalanya mirip kaya pas aku kena malaria tropika, ternyata itu dbd 
Alhamdulillah sembuh karena opname dan minum madu angkak
Jaga kesehatan ya guys, kita gak bakal tau kapan terserang penyakit di era ini😢",2025-11-12T17:16:42Z
@Noerliya,ini cerita rahim copot yg pernah viral di X ga sih,2025-11-12T17:15:08Z
@priskiliawenda1659,Suka bgt nontonin orang pinter gantengnya tuh nambahhh++++++++,2025-11-12T17:13:15Z
